_id,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,rank,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
119,National Institute of Education (NIE),Arts (with Education),Nanyang Technological University,3475,3400,0.0573088,3400,100,3700,3536,3388,2014,100
120,Faculty of Arts & Social Sciences,Bachelor of Arts,National University of Singapore,2800,2500,0.0573088,2750,65.3,3010,2883,2719,2014,81.9
121,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),National University of Singapore,3300,3000,0.0573088,3210,76.6,3600,3277,3141,2014,83.1
122,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,National University of Singapore,3250,3000,0.0573088,3200,80.1,3600,3304,3192,2014,88.7
123,NUS Business School,Bachelor of Business Administration,National University of Singapore,3000,2800,0.0573088,3000,83.6,3300,3367,3234,2014,87.9
124,NUS Business School,Bachelor of Business Administration (Hons),National University of Singapore,3520,3200,0.0573088,3500,90.6,4300,4090,3979,2014,94.4
125,NUS Business School,Bachelor of Business Administration (Accountancy),National University of Singapore,2838,2700,0.0573088,2800,89.8,3000,2989,2836,2014,93.9
126,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),National University of Singapore,2912,2800,0.0573088,2850,96.3,3614,3407,3350,2014,100
127,School of Computing,Bachelor of Computing (Communications and Media),National University of Singapore,3088,2900,0.0573088,3000,82.1,3300,3129,3107,2014,82.1
128,School of Computing,Bachelor of Computing (Computational Biology) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2014,na
129,School of Computing,Bachelor of Computing (Computer Engineering) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2014,na
130,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,3500,3300,0.0573088,3500,85.9,4000,3712,3729,2014,90.6
131,School of Computing,Bachelor of Computing (Electronic Commerce),National University of Singapore,3200,3000,0.0573088,3000,85.7,3500,3386,3183,2014,85.7
132,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,3500,3100,0.0573088,3352,92,4039,3789,3684,2014,95.5
133,Faculty of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4000,4000,0.0573088,4000,100,4020,4054,4054,2014,100
134,School of Design & Environment,Bachelor of Arts (Architecture) #,National University of Singapore,4275,4000,0.0573088,4200,95.2,4750,4400,4290,2014,98.4
135,School of Design & Environment,Bachelor of Arts (Industrial Design),National University of Singapore,2565,2200,0.0573088,2550,59.1,3000,2603,2600,2014,77.3
136,School of Design & Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3000,2900,0.0573088,3000,94.1,3360,3181,3089,2014,95.3
137,School of Design & Environment,Bachelor of Science (Real Estate),National University of Singapore,3000,2750,0.0573088,2950,89.2,3300,3108,2931,2014,93.1
138,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering) ^^,National University of Singapore,3000,2700,0.0573088,3000,77.1,3300,3058,2966,2014,87.5
139,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3300,3000,0.0573088,3200,76.4,3650,3434,3277,2014,83.9
140,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3208,3000,0.0573088,3200,97.1,3500,3281,3212,2014,97.1
141,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),National University of Singapore,3500,3200,0.0573088,3500,92.4,4080,3762,3674,2014,95.2
142,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,3300,3000,0.0573088,3200,88.1,3800,3571,3306,2014,90.6
143,Faculty of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3400,3275,0.0573088,3300,62.5,3790,3465,3375,2014,81.3
144,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3230,3000,0.0573088,3200,92.9,3422,3215,3250,2014,95.2
145,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,3600,3200,0.0573088,3350,96.5,4000,3719,3591,2014,96.5
146,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,3300,3000,0.0573088,3100,73.8,3600,3350,3054,2014,78.6
147,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3200,3000,0.0573088,3100,88.5,3500,3323,3160,2014,90
148,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,National University of Singapore,5150,4800,0.0573088,5000,97.6,5800,5247,5027,2014,98.2
149,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,National University of Singapore,5000,4500,0.0573088,4500,100,5200,4886,4404,2014,100
150,YLL School of Medicine,Bachelor of Science (Nursing),National University of Singapore,3200,3050,0.0573088,3000,95.6,3386,3188,2976,2014,100
151,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),National University of Singapore,3500,3270,0.0573088,3270,100,3600,3353,3123,2014,100
152,Yong Siew Toh Conservatory of Music,Bachelor of Music **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2014,na
153,Faculty of Science,Bachelor of Applied Science **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2014,na
154,Faculty of Science,Bachelor of Applied Science (Hons),National University of Singapore,2800,2600,0.0573088,2750,81.8,3000,2831,2760,2014,95.5
155,Faculty of Science,Bachelor of Science,National University of Singapore,3000,2700,0.0573088,2800,61.4,3200,2973,2804,2014,76.8
156,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3210,2950,0.0573088,3200,75.8,3600,3328,3224,2014,86.6
157,Faculty of Science,Bachelor of Science (Computational Biology) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2014,na
158,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,National University of Singapore,3630,3470,0.0573088,3500,96.7,4000,3670,3467,2014,98.9
159,School of Accountancy (4-year programme) *,Accountancy (4-year programme),Singapore Management University,2875,2722,0.0573088,2850,91.4,3614,3420,3375,2014,93.6
160,School of Accountancy (4-year programme) *,Accountancy (4-year programme) Cum Laude and above,Singapore Management University,3500,2875,0.0573088,3450,96.1,4300,3903,3871,2014,97.4
161,School of Business (4-year programme) *,Business Management (4-year programme),Singapore Management University,3333,3000,0.0573088,3250,86.4,4000,3752,3630,2014,90.9
162,School of Business (4-year programme) *,Business Management (4-year programme) Cum Laude and above,Singapore Management University,3600,3200,0.0573088,3500,94,4500,4116,4019,2014,94.5
163,School of Economics (4-year programme) *,Economics (4-year programme),Singapore Management University,3500,3175,0.0573088,3500,83.9,4000,3645,3525,2014,90.2
164,School of Economics (4-year programme) *,Economics (4-year programme) Cum Laude and above,Singapore Management University,3800,3300,0.0573088,3800,89.1,4350,3824,3815,2014,90.6
165,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme),Singapore Management University,3350,3000,0.0573088,3225,80.6,4000,3530,3431,2014,92.9
166,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme) Cum Laude and above,Singapore Management University,4050,3500,0.0573088,4000,84.2,4540,4151,4057,2014,97.4
167,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme),Singapore Management University,3000,2800,0.0573088,3000,84.1,3580,3166,2981,2014,90.9
168,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme) Cum Laude and above,Singapore Management University,3590,3000,0.0573088,3215,81.3,3955,3545,3331,2014,87.5
169,School of Law (4-year programme) *,Law (4-year programme) #,Singapore Management University,5025,4600,0.0573088,4800,95.6,5950,5332,4932,2014,97.8
170,School of Law (4-year programme) *,Law (4-year programme) Cum Laude and above #,Singapore Management University,5800,4800,0.0573088,4900,97.7,6000,5571,5089,2014,97.7
171,DigiPen Institute of Technology,Bachelor of Arts in Game Design,Singapore Institute of Technology,2700,2575,0.0573088,2700,86.7,2800,2490,2490,2014,100
172,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,Singapore Institute of Technology,2600,2300,0.0573088,2600,84.4,2885,2603,2586,2014,90.6
173,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,Singapore Institute of Technology,2975,2800,0.0573088,2875,100,3075,2955,2932,2014,100
174,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,Singapore Institute of Technology,3000,2700,0.0573088,3000,100,3300,2910,2859,2014,100
175,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2500,2400,0.0573088,2500,78.3,2800,2595,2547,2014,89.1
176,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2500,2373,0.0573088,2500,90.9,2800,2583,2553,2014,93.9
177,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3300,3000,0.0573088,3000,84.5,3650,3325,3041,2014,90.1
178,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3260,3003,0.0573088,3100,88.9,3594,3334,3208,2014,92.6
179,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,Singapore Institute of Technology,3100,3000,0.0573088,3000,85.7,3338,3273,3196,2014,97.1
180,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,3500,3233,0.0573088,3355,94.1,3675,3467,3293,2014,100
181,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,3300,3075,0.0573088,3200,91.3,3625,3467,3311,2014,91.3
182,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,Singapore Institute of Technology,2800,2500,0.0573088,2750,61.4,3170,2854,2806,2014,75
183,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3200,2950,0.0573088,2900,86.7,3755,3285,2954,2014,86.7
184,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering & Information Technology,Singapore Institute of Technology,3000,2800,0.0573088,2900,82.1,3480,3141,3072,2014,85.7
185,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,Singapore Institute of Technology,2500,2200,0.0573088,2400,89.3,2600,2503,2430,2014,89.3
86,College of Business (Nanyang Business School),Accountancy and Business,Nanyang Technological University,3300,2900,0.0573088,3300,95.6,4000,3597,3539,2014,98.2
186,Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3100,3000,0.0573088,3100,100,3338,3151,3127,2014,100
187,Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3200,3000,0.0573088,3200,100,3500,3229,3204,2014,100
188,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3000,2849,0.0573088,3000,88,4194,3415,3396,2014,88
189,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3150,2900,0.0573088,3100,75,3500,3333,3217,2014,85.7
190,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3250,2950,0.0573088,3000,92.3,3556,3424,3229,2014,92.3
191,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3100,2964,0.0573088,3050,87.3,3443,3209,3067,2014,93
192,University of Manchester,Bachelor of Science with Honours in Nursing Practice,Singapore Institute of Technology,3511,3115,0.0573088,3260,94.4,3860,3464,3230,2014,97.2
193,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),Singapore Institute of Technology,2500,2300,0.0573088,2500,78,2900,2634,2445,2014,88.8
194,Wheelock College,Bachelor of Science in Early Childhood Education,Singapore Institute of Technology,2600,2475,0.0573088,2600,97.1,2613,2553,2509,2014,97.1
933,College of Business (Nanyang Business School),Accountancy and Business,Nanyang Technological University,3300,2900,0.0573088,3300,95.6,4000,3597,3539,2014,98.2
934,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),Nanyang Technological University,2840,2700,0.0573088,2800,96.1,3000,3003,2981,2014,96.6
935,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),Nanyang Technological University,3100,2800,0.0573088,3000,80.2,3600,3318,3231,2014,89.6
936,College of Business (Nanyang Business School),Business and Computing,Nanyang Technological University,3450,3232,0.0573088,3400,89.3,4000,3431,3398,2014,92.9
937,College of Engineering,Aerospace Engineering,Nanyang Technological University,3770,3300,0.0573088,3700,82.7,4070,3911,3715,2014,84.6
938,College of Engineering,Bioengineering,Nanyang Technological University,3000,2825,0.0573088,3000,69.7,3400,3188,2998,2014,79.8
939,College of Engineering,Chemical and Biomolecular Engineering,Nanyang Technological University,3400,3200,0.0573088,3250,76.1,3575,3415,3296,2014,83.8
940,College of Engineering,Computer Engineering,Nanyang Technological University,3400,3200,0.0573088,3300,88.8,3800,3512,3423,2014,91.4
941,College of Engineering,Civil Engineering,Nanyang Technological University,3100,3000,0.0573088,3000,92.9,3300,3152,3122,2014,93.8
